formulas,bandgap
Cs2Mn1Cl4O2,0.5424
Cs1Rb1Mn2Cl6,1.4307
Cs2Na1Mo1Cl6,1.6411
Cs2Na1Nd1Cl6,4.9938
Cs2Na1Pr1Cl6,4.9619
Cs2Na1Sb1Cl6,3.0473
Cs2Na1Sc1Cl6,3.9065
Cs2Na1Sm1Cl6,5.0722
Cs2Na1Tb1Cl6,5.2046
Cs2Na1Tl1Cl6,1.7856
Cs2Na1Tm1Cl6,5.3426
Cs2Na1U1Cl6,0.5004
Cs2Na1Y1Cl6,5.0706
Cs2Rb1Nd1Cl6,4.8814
Cs3Np1Cl4O2,0.3642
Cs2Pu1Cl4O2,0.1089
Cs1Re1Cl4O2,1.4875
Cs2Rh1Cl5O1,1.0078
Cs2Rb1Pr1Cl6,4.8663
Cs2Rb1Sb1Cl6,3.3193
Cs1Rb2Sb1Cl6,3.2887
Cs2Rb1Sc1Cl6,4.0572
Cs1Rb2Sc1Cl6,4.094
Cs2Rb1Sm1Cl6,4.9056
Cs2Rb1Tb1Cl6,4.9373
Cs1Rb2Tb1Cl6,4.4297
Cs2Rb1Tl1Cl6,2.3938
Cs2Rb1Tm1Cl6,4.963
Cs1Rb2Tm1Cl6,4.4442
Cs2Rb1Y1Cl6,4.9511
Cs1Rb2Y1Cl6,4.4385
Cs2Tl1Sb1Cl6,1.6545
Cs2Y1Tl1Cl6,4.2353
K2Dy1Cu1Cl6,2.3502
Na2Dy1Cu1Cl6,1.5228
Rb2Dy1Cu1Cl6,2.3733
K2Er1Cu1Cl6,2.3469
Na2Er1Cu1Cl6,1.5765
Rb2Er1Cu1Cl6,2.3502
K2Cu1Cl2F2,0.5853
K2Gd1Cu1Cl6,0.7999
Cu1H3N1Cl1,2.1168
Cu1H6N2Cl2,0.051
Cu1Hg1S1Cl1,0.57
Cu1Hg1S1Cl1,0.5616
Cu1Hg1Se1Cl1,0.6295
K2Lu1Cu1Cl6,2.2741
K2Nd1Cu1Cl6,2.1889
K2Pr1Cu1Cl6,2.1447
K2Sc1Cu1Cl6,1.8614
K2Sm1Cu1Cl6,2.2477
K2Tb1Cu1Cl6,2.3155
K2Tm1Cu1Cl6,2.2995
K2Y1Cu1Cl6,2.3935
Na2La1Cu1Cl6,1.2645
Li2Cu1Sb1Cl6,0.8828
Li2Sc1Cu1Cl6,1.8328
Na2Lu1Cu1Cl6,1.6529
Rb2Cu1Mo1Cl6,0.7413
Cu1S4N4Cl2,0.1075
Na2Nd1Cu1Cl6,1.3084
Na2Cu1Sb1Cl6,0.6409
Na2Sm1Cu1Cl6,1.3887
Na2Tm1Cu1Cl6,1.6033
Rb2Nd1Cu1Cl6,2.3294
Cu1Sb2Cl1O3,0.6385
Cu3Se2Cl2O6,0.1018
Sr2Cu1Cl1O2,2.3843
Cu2Te2Cl2O5,0.253
Rb2Pr1Cu1Cl6,2.3116
Rb2Cu1Sb1Cl6,0.6646
Rb2Sc1Cu1Cl6,1.8655
Rb2Sm1Cu1Cl6,2.361
Rb2Tb1Cu1Cl6,2.3749
Rb2Tm1Cu1Cl6,2.296
Rb2Y1Cu1Cl6,2.4438
Cu3Te1S3Cl1,0.7739
K2Li1Dy1Cl6,5.0198
K1Rb2Dy1Cl6,4.7465
K2Rb1Dy1Cl6,4.4164
Rb2Li1Dy1Cl6,5.1062
Dy1Mo1Cl1O4,2.7273
Rb2Na1Dy1Cl6,5.0041
Dy1Se1Cl1O3,4.3669
Dy3Si2Cl5O6,4.75
K2Li1Er1Cl6,5.0496
K2Na1Er1Cl6,4.834
K1Rb2Er1Cl6,4.761
K2Rb1Er1Cl6,4.4267
Na2Li1Er1Cl6,3.9977
Er1Mo1Cl1O4,2.7012
Rb2Na1Er1Cl6,5.0204
Er1Se1Cl1O3,4.3487
Er1W1Cl1O4,3.4528
Eu5Si1Cl6O4,0.6027
Eu2Si1Cl2O3,0.6427
I1Cl1O1F1,2.0229
Sb1I1Cl2F6,1.8658
P2Ir1Cl1F6,0.8571
K3Re1Cl1F6,1.814
K1Sb1Cl1F3,4.4254
N1Cl1O1F4,1.6345
P1N1Cl1F1,5.0565
Re1N1Cl1F5,1.7905
P1Cl1O1F2,5.4542
Pb2Cl1O1F1,2.569
Ru1Cl1O2F6,0.5691
S1Cl1O2F1,4.6493
Sb1Cl1O2F6,1.9105
P2Rh1Cl1F6,1.4247
Sb1P1Cl4F6,4.4873
Rb2Sb1Cl3F2,3.0561
Sb1Te1Cl3F6,3.747
Fe1H4Cl2O2,4.1399
Fe1H8Cl2O4,3.8562
Fe1H8Cl2O4,3.7971
K3Na1Fe1Cl6,0.7837
K3Na1Fe1Cl6,0.0113
K3Na1Fe1Cl6,0.5862
Li1Fe2Cl2O2,1.6994
Fe1Mo1Cl1O4,2.2059
Fe1Mo1Cl1O4,2.1103
Fe1N3Cl1O3,0.5022
Fe1S3N2Cl5,1.3504
Fe1S4N4Cl5,1.0118
Fe1S4N4Cl3,0.9175
Fe1S4N4Cl3,0.8885
Fe1Se2N1Cl6,1.3134
Fe2P1Cl1O4,3.7912
Fe3Pb4Cl1O8,1.0374
Sr3Fe2Cl2O4,0.7927
Fe1Te2Cl1O5,2.134
Fe1W1Cl1O4,2.2868
Y1Fe1Cl2O3,0.157
Ga1Hg2Sb1Cl4,0.7425
K2In1Ga1Cl6,1.5288
Rb2In1Ga1Cl6,1.6293
K2Na1Ga1Cl6,2.7852
K1Rb2Ga1Cl6,3.311
K2Rb1Ga1Cl6,3.433
K2Tl1Ga1Cl6,2.3222
Ga2S5N5Cl7,2.5009
Ga1S5N5Cl4,2.2969
Ga1Se3N2Cl5,1.8393
Ga1Re1Cl6O2,1.9707
Rb2Tl1Ga1Cl6,2.3868
Gd1H2Cl1O2,2.9676
K2Li1Gd1Cl6,2.8434
K2Na1Gd1Cl6,2.9756
K1Rb2Gd1Cl6,3.0768
K2Rb1Gd1Cl6,3.1289
Na2Li1Gd1Cl6,2.8701
Rb2Li1Gd1Cl6,2.8184
Rb2Na1Gd1Cl6,2.9573
Gd1Se1Cl1O3,2.993
Gd3Si2Cl5O6,2.531
Gd1Te2Cl1O5,0.3643
Gd1W1Cl1O4,2.5147
Hg1H2N1Cl1,2.3849
Hg1H1Cl1O4,2.3817
Ho1H2Cl1O2,4.7024
In1H4N1Cl4,3.629
Li2H1Cl1O1,4.9561
Li4H3Cl1O3,4.4775
Li1H2Cl1O1,5.3072
Li1H6Cl1O7,5.2939
Lu1H2Cl1O2,4.8104
Lu1H2Cl1O2,4.8063
Mg1H6N2Cl2,4.7741
Mg1H4Cl2O2,5.3195
Mn1H4Cl2O2,4.3746
Mn1H8Cl2O4,3.8803
Mo1H2Cl2O3,2.6258
H4N1Cl1O4,5.3564
H4N1Cl1O4,5.2585
H4N1Cl1O5,5.4923
H4N1Cl1O2,2.7843
H5N2Cl1O4,5.4498
P1H8N4Cl1,5.0003
P3H4N5Cl4,3.6244
H8Pd1N2Cl6,1.1436
H8Pt1N2Cl6,1.7694
Re1H8N2Cl6,1.0107
Sb1H4N1Cl6,1.9251
Sc1H3N1Cl3,3.8496
Sn1H8N2Cl6,2.3166
Sn1H8N2Cl6,2.5482
Zn1H8N4Cl2,4.5084
Na1H2Cl1O5,5.2933
Na1H4Cl1O2,4.923
Na1H6Cl1O5,3.0156
Nd1H2Cl1O2,4.8667
Ni1H8Cl2O4,4.2089
Ni1H8Cl2O4,3.9693
H1Pb1Cl1O1,2.897
H1Pb3Cl1O3,2.139
H1Pb1Cl1O1,3.3026
Sb1H5Cl6O2,1.7935
Sm1H2Cl1O2,4.7224
Sn1H6Cl4O3,3.2231
Sn1H4Cl2O2,3.8242
Sr1H1Cl1O1,4.9798
Sr1H4Cl2O2,4.9993
Sr1H2Cl2O1,4.0372
Tb1H2Cl1O2,4.7953
Tm1H2Cl1O2,4.7623
Zn1H4Cl2O6,2.5049
Hf1Hg3Se2Cl6,2.5444
Hg3S2I1Cl1,1.3739
Mg1Hg3Cl8O6,0.4823
Hg1S4N3Cl3,1.8896
Hg3P1Cl1O4,2.3788
Hg1Pb2Cl2O2,2.2432
Sn1Hg6P4Cl6,2.2093
Ti1Hg6P4Cl7,0.0319
Rb2Hg2Pd1Cl8,1.7546
Tl2Hg2Pd1Cl8,1.6655
Zn1Hg3S2Cl4,0.0572
Zr1Hg3S2Cl6,2.5574
Zr1Hg3Se2Cl6,2.5681
U1Hg3Te2Cl6,0.2435
Ho1Se1Cl1O3,4.3572
Ho1Te1Cl1O3,3.8508
Ho1Te2Cl1O5,2.9145
Ho1W1Cl1O4,3.4702
K1I1Cl2O1,0.9023
Na1Li1I1Cl1,4.1874
S4I1N3Cl2,1.6235
V1I1N1Cl3,1.005
Pb3I2Cl4O6,3.2548
K2Li1In1Cl6,2.865
K2Na1In1Cl6,3.0788
K1Rb2In1Cl6,3.5425
K2Rb1In1Cl6,3.6128
K2In1Sb1Cl6,0.6807
K2Sc1In1Cl6,2.4813
K6In1Te4Cl1,1.9503
K2Y1In1Cl6,3.0455
Na2Li1In1Cl6,2.9328
Rb2Li1In1Cl6,2.8293
Li1Tl2In1Cl6,2.8728
Rb2Na1In1Cl6,3.0533
In1Te1Cl1O3,3.0723
Rb2In1Sb1Cl6,0.7419
Rb2Sc1In1Cl6,2.5525
Rb2Tl1In1Cl6,2.3962
Rb2Y1In1Cl6,0.0537
In1Sb2S4Cl1,1.5135
K3Sn1Ir1Cl8,1.5882
K2Li1La1Cl6,4.5201
K2Na1La1Cl6,4.6627
K2Li1Lu1Cl6,5.0952
K2Li1Mo1Cl6,1.4862
K2Li1Nd1Cl6,4.8605
K2Li1Pr1Cl6,4.8264
K2Li1Sb1Cl6,2.9339
K2Li1Sm1Cl6,4.9171
K2Li1Tb1Cl6,4.9973
K2Li1Tl1Cl6,1.5798
K2Li1Tm1Cl6,5.0647
K2Li1Y1Cl6,4.9248
K1Rb2Lu1Cl6,4.7797
K2Rb1Lu1Cl6,4.4361
K1Mn1Cl3O2,0.128
K2Na1Mo1Cl6,1.5717
K2Mo1Cl5O1,2.7579
K1Mo2Cl7O2,2.6315
K1Mo1Cl4O1,2.8031
K2Rb1Mo1Cl6,1.6363
K2N1Cl1O3,4.0449
K2Os1N1Cl5,1.6138
K2Os1N1Cl5,1.6187
K2Na1Sb1Cl6,3.056
K2Na1Sc1Cl6,3.9028
K2Na1Sm1Cl6,4.7396
K2Na1Tl1Cl6,1.8417
K2Na1Tm1Cl6,4.8445
K2Na1Y1Cl6,4.8156
K2Nb3Cl7O5,2.2949
K2Rb1Nd1Cl6,4.3591
K2Os1Cl4O2,1.7286
K2Re1Cl5O1,0.6691
K2Ru1Cl5O1,0.1
K1U1Cl1O3,1.7303
K2Rb1Pr1Cl6,4.3509
K2Rb1Sb1Cl6,3.3087
K1Rb2Sc1Cl6,4.022
K2Rb1Sc1Cl6,4.0703
K1Rb2Sm1Cl6,4.6999
K1Rb2Tb1Cl6,4.7384
K2Rb1Tb1Cl6,4.4079
K1Rb2Tl1Cl6,2.3203
K1Rb2Tm1Cl6,4.7674
K2Rb1Tm1Cl6,4.4297
K2Rb1Y1Cl6,4.4186
K2Tl1Sb1Cl6,1.541
K2Sc1Tl1Cl6,3.3234
Na2Li1La1Cl6,3.8124
Rb2Li1La1Cl6,4.5047
La4S3N1Cl3,2.9165
La6S4N3Cl1,1.2604
Rb2Na1La1Cl6,4.6276
La1Pb6Cl1O7,2.1393
La3Si2Cl1O8,4.5009
La3Si2Cl3O7,4.1096
La2Ta1Cl3O4,3.6843
La3Ti1Cl5O4,3.4545
La3U1Cl3O6,1.5601
La3W1Cl3O6,3.5961
La1W1Cl1O4,3.1704
La3Si2S8Cl1,2.6118
Na2Li1Lu1Cl6,4.0318
Rb2Li1Lu1Cl6,5.2953
Rb2Li1Mo1Cl6,1.538
Na2Li1Nd1Cl6,3.8583
Na2Li1Pr1Cl6,3.8321
Na2Li1Sc1Cl6,3.7427
Na2Li1Sm1Cl6,3.9003
Na2Li1Tb1Cl6,3.9571
Na2Li1Tl1Cl6,1.6283
Na2Li1Tm1Cl6,4.0096
Na2Li1Y1Cl6,3.9688
Rb2Li1Nd1Cl6,4.8504
Li5P1S4Cl2,2.8384
Li6P1S5Cl1,2.1375
Rb2Li1Pr1Cl6,4.8241
Rb2Li1Sb1Cl6,2.9411
Rb2Li1Sc1Cl6,3.7539
Rb2Li1Sm1Cl6,4.9187
Rb2Li1Tl1Cl6,1.5623
Rb2Li1Y1Cl6,4.9273
Lu1Mo1Cl1O4,2.8844
Rb2Na1Lu1Cl6,5.0464
Lu1Se1Cl1O3,4.3255
Lu1W1Cl1O4,3.6019
Mg2P1Cl1O4,5.0406
Mg1Te1Cl6O6,0.782
Mn2P1Cl1O4,3.1216
Rb1Mn1Cl3O2,0.2432
Mn1Sb1S2Cl1,0.8682
Mo1S3N2Cl8,0.5145
Mo1S2N2Cl5,0.5399
Mo1P1Cl8O1,1.484
Mo1P1Cl5O3,2.3144
Mo1P1Cl6O2,2.6452
Mo1Pb3Cl2O5,2.1982
Mo1S1Cl7O1,1.8305
Mo1Se1Cl7O1,2.4334
Mo1Se2Cl4O1,1.0886
Mo3Se2Cl1O8,1.3271
Sm1Mo1Cl1O4,2.8195
Tb1Mo1Cl1O4,2.7455
Te1Mo1Cl7O1,2.4982
Te2Mo1Cl4O1,1.2228
Tl1Mo2Cl7O2,2.4074
Tl1Mo2Cl7O2,2.4729
Tm1Mo1Cl1O4,2.6771
Yb1Mo1Cl1O4,2.3301
Mo1Se1S2Cl5,2.0114
Nd4S3N1Cl3,3.0831
Nd6S4N3Cl1,1.2028
P2N1Cl5O1,3.7195
Pt1N4Cl2O2,0.8529
Re1N1Cl4O3,1.454
Rh1N7Cl1O6,0.0081
S5N2Cl1O6,1.3105
S3N3Cl1O2,2.3052
S1N1Cl1O1,4.1058
S1N1Cl1O1,3.4302
S1N1Cl1O4,1.2849
V1N2Cl6O2,1.323
Pr4S3N1Cl3,3.0308
Pr6S4N3Cl1,1.168
Pt1S4N3Cl1,1.5036
Sb1S2N1Cl8,1.8083
Sb1S2N1Cl6,1.6653
Sb1S1N1Cl5,1.7869
Sb1S5N5Cl6,1.8726
Sb1S4N4Cl5,1.6012
Se1S4N3Cl5,2.3783
Se1S4N3Cl3,0.956
Se1S4N3Cl5,2.336
Se1S2N2Cl2,1.7657
Se2S1N2Cl2,1.7076
Sn1S8N8Cl4,1.5978
Te1S2N3Cl5,0.4378
Te1S2N2Cl2,1.9841
Te1S4N4Cl4,1.8941
Ti1S4N4Cl4,2.0521
Ti1S4N5Cl5,1.4847
V1S2N3Cl2,0.8613
V1S2N3Cl2,0.8077
W1S1N1Cl5,1.0186
W1S2N3Cl3,0.8739
Zr1S4N4Cl6,1.5324
Sb1Se3N2Cl7,1.699
Na2Pt1Cl6O6,0.8854
Na2Re1Cl6O6,0.0629
Na2Zn1Cl4O3,0.6186
Rb2Na1Pr1Cl6,4.8711
Rb2Na1Sb1Cl6,3.0525
Rb2Na1Sm1Cl6,4.9378
Rb2Na1Tb1Cl6,4.9911
Rb2Na1Tm1Cl6,5.0572
Rb2Na1Y1Cl6,5.0105
Nb1P1Cl8O1,2.3986
Pr3Nb1Cl6O4,2.9226
Rb2Nb3Cl7O5,2.3515
Nb1Tl1Cl4O1,2.1768
Nb1P2S2Cl5,1.6878
Nb1P4S5Cl5,1.5812
Nb1P2Se2Cl5,1.3226
Nd3Si2Cl1O8,4.3816
Nd3Si2Cl1O8,5.2091
Nd2Ta2Cl2O7,3.0798
Nd1Te2Cl1O5,0.248
Nd2Ti3Cl2O8,2.9455
Nd3U1Cl3O6,1.4115
Nd3Si1S6Cl1,2.5568
Ni1Sn1Cl6O6,0.4728
Re1P1Cl6O3,1.8656
Re1P1Cl8O1,0.0433
Sb1P1Cl8O1,1.8685
Sb1P1Cl6O2,2.2525
Sn2P1Cl1O4,2.5706
Sn1P2Cl8O3,3.0965
Ti1P1Cl7O1,2.6595
Ti1P2Cl8O3,2.7257
V1P2Cl7O4,2.0934
Re1Pb1Cl1O4,3.3739
Sb1Pb1Cl1O2,1.9094
Si1Pb4Cl4O4,3.5303
Te2Pb3Cl2O6,2.6478
V1Pb1Cl1O3,2.3699
Pb3W1Cl2O5,3.0444
Pr1S1Cl1O4,4.7016
Pr3Si2Cl1O8,5.1502
Pr3Si2Cl3O7,4.8449
Pr2Ta2Cl2O7,3.0505
Pr2Ti3Cl2O8,2.968
Pr3U1Cl3O6,1.4231
Pr3W1Cl3O6,3.5179
Rb2Pu1Cl4O2,0.1212
Sb1S8Cl5O1,1.4808
Ta1S1Cl7O1,2.8496
Ti4S8Cl6O1,1.6012
Ti1S1Cl6O1,2.659
Ti1S1Cl6O1,2.6524
Sb1Se1Cl7O1,1.945
Sb3Se2Cl1O8,0.5512
Sb1Te1Cl1O3,3.1498
Sm1Se1Cl1O3,4.3959
Sn1Se2Cl8O2,2.7633
Sr3Se3Cl2O8,3.4263
Tb3Se2Cl1O8,4.0674
Tb1Se1Cl1O3,4.3781
Tm1Se1Cl1O3,4.3368
V3Se2Cl1O8,1.6458
W3Se2Cl1O8,0.7252
Zn2Se1Cl2O3,4.0926
Zn2Se1Cl2O3,4.0939
Sm3Si2Cl5O6,4.6078
Tb3Si2Cl5O6,4.6896
Y3Si2Cl1O8,4.5652
Y3Si2Cl5O6,4.5564
Sm2Ta2Cl2O7,3.1249
Sm1Ti1Cl1O3,3.211
Sr2V1Cl1O4,3.7723
Sr1V1Cl1O3,2.1836
Tb1W1Cl1O4,3.4878
V1Te4Cl4O1,0.7834
Te7W1Cl5O1,0.6447
Tm1W1Cl1O4,3.5528
Yb1W1Cl1O4,1.9504
Ta1P2S2Cl5,2.3395
Ta1P4S5Cl5,2.1765
Ta1P4S6Cl5,2.2644
Ta1P4S5Cl5,2.1404
Ta1P4S4Cl5,1.8505
Ta1P2Se2Cl5,1.8987
Pr3Si2S8Cl1,2.7393
Rb2Tl1Sb1Cl6,1.5869
Rb2Sc1Tl1Cl6,3.4024
Rb2Y1Tl1Cl6,4.0895
Re1Te1S1Cl4,2.3274
Tl1Re3S4Cl2,1.8243
Re1Te1Se1Cl4,2.3069
Tl1Re6Se8Cl3,1.4347
Tl1Re3Se4Cl2,1.5063
W1Se1S2Cl5,2.2777
Sm3Si1S6Cl1,2.5572
Na2Cr1Co1F7,2.7271
La1Cr1Co1O6,0.8775
Li4Cr3Co1O8,0.8601
Li4Cr3Co1O8,0.8859
Li4Cr3Co1O8,0.8301
Li4Cr3Co1O8,0.5943
Li4Cr3Co1O8,0.8529
Li4Cr3Co1O8,0.5847
Li3Cr1Co2O6,0.6309
Li2Cr1Co1O4,1.9215
Li3Cr3Co1O8,0.9782
Li3Cr1Co3O8,0.2248
Li4Cr3Co1O8,0.7872
Li3Cr3Co1O8,0.3769
Li3Cr2Co1O6,0.7767
Li2Cr2Co1O6,0.6529
Li3Cr3Co1O8,0.5211
Li2Cr3Co1O8,0.5896
Li2Cr1Co1O4,0.0107
Li2Cr3Co1O8,0.5115
Li2Cr3Co1O8,0.6141
Li2Cr1Co3O8,0.4008
Li1Cr2Co1O6,0.4902
Cs1K2Co1O2,1.6758
Li1Co2Cu1O6,0.1995
Co1Cu1P2O7,0.0603
Co1Cu1P2O8,0.0051
Na2Fe1Co1F7,1.7807
Li2Co1O2F1,0.6812
Li8Co1O5F1,1.6314
Li4Co2O1F7,1.2875
Li3Co3O1F7,2.6273
Li3Co3O1F7,2.6661
Li3Co3O1F7,2.6365
Li5Co1O1F5,0.0691
Li2Co2O1F6,1.1378
Li4Co1O1F4,0.0174
Li2Co1O1F3,1.0344
Li1Co2O1F3,1.8332
Li2Co1O1F2,0.1825
Li3Co1O2F1,1.6607
Li1Co2O1F5,0.8738
Li1Co5O7F1,0.3392
Li3Co1O1F3,0.1086
Li7Co1O1F7,2.267
Li1Co2O1F3,1.7796
Li4Co3O1F8,1.9489
Li8Co1O5F1,0.9272
Li4Co1O3F1,1.9314
Li1Co2O1F5,0.0455
Li1Co3O2F6,0.5433
Li1Co2O1F3,1.7483
Li1Co1O1F2,0.2778
Li2Co4O3F8,0.6079
Li1Co3O1F5,2.4994
Li1Co2O1F3,2.286
Li1Co2O1F3,2.0181
Li4Co3O2F6,2.5015
Li1Co2O1F3,2.0411
Li8Co1O4F2,2.4959
Li1Co3O1F5,2.0078
Li4Co1O2F2,1.8578
Li8Co1O4F2,2.4745
Li1Co3O2F6,0.1859
Li2Co4O1F8,2.749
Li8Co1O4F2,2.2084
Li1Co3O1F5,2.6377
Li1Co2O1F3,1.7089
Li2Co2O1F6,1.017
Li2Co1O1F3,1.1839
Li7Co1O4F2,1.1591
Li3Co1O1F3,2.1576
Li2Co4O1F8,1.3839
Li1Co2O1F3,1.4698
Li1Co1O1F2,1.1805
Li3Co1O2F1,2.0702
Li7Co1O3F3,2.404
Li2Co3O1F6,1.6904
Li1Co1O1F2,0.229
Li1Co1O1F2,1.076
Li2Co1O1F3,0.9458
Li4Co1O3F1,1.3904
Li5Co1O3F1,0.1686
Sr1Li1Co1F6,2.1993
Co3Sb4O6F6,2.6503
Co1Sn2O6F6,0.351
Li2Fe1Co3O8,0.2015
Li1Fe1Co1O4,0.0126
Li3Fe2Co1O6,0.4306
Li1Fe1Co3O8,0.3771
Li1Fe1Co1O4,0.6508
Li1Fe1Co2O6,0.3399
Li2Fe1Co3O8,0.1896
Li2Fe1Co1O4,0.7536
Li2Fe1Co3O8,0.4297
Li3Fe1Co3O8,0.098
Li8Fe1Co3O8,1.9239
Li4Fe1Co3O8,0.9078
Li3Fe1Co2O6,0.5338
Li4Fe1Co3O8,0.0816
Li2Fe2Co1O6,0.1105
Mg6Fe1Co1O8,1.4249
Fe1Co1P1O5,1.7627
Fe1Co1P2O8,0.6879
Fe1Co1P2O8,0.1211
Li2Co1Ge1O4,2.402
Li2Co1Ge3O8,2.4709
Li2Co1Ge1O4,2.2967
Li1Co1Ge1O4,1.3635
Li1Co1Ge1O4,1.621
Li3Co2Ge2O8,0.0676
Mg1Co1Ge2O6,1.7168
Na2Co1Ge1O4,1.8251
Na2Co1Ge1O4,1.537
Zn1Co1Ge2O6,1.5351
Zn1Co1Ge2O6,1.6158
Li5Co1H1O4,2.3556
Na5Co1H1O4,1.1762
Co2P1H1O5,2.3899
Co1P1H3O4,2.8362
Co1P1H1O5,0.5148
Co1P1H3O5,0.1262
Co1H2S1O5,2.8471
Co1H8S1O8,3.2609
Co1H2Se1O5,2.4837
Co1H6Se2O8,2.9483
Co1H2Se1O4,2.6596
Co1H4Se1O5,2.7463
Co1H4Se1O5,2.7172
Co1H4Se1O5,2.7378
V2Co1H4O8,2.051
Co1I1N2O2,1.5959
In1Co3Sn1S2,0.2382
K2Li3Co1O4,1.4537
K1Li1Co1O2,1.7016
K2Li2Co1O4,1.2409
K2Li2Co1O4,0.3562
K4Rb2Co2O5,1.0943
K2Co1Se2O6,2.9145
K2Co1Si1O4,2.8553
Li1La4Co1O8,0.1564
Li1La4Co1O8,1.4674
La2Mg1Co1O6,0.3352
La2Mn1Co1O6,0.0215
La2Mn1Co1O6,0.8297
La1Co1P1O1,0.0138
La2Co2Se2O3,0.0931
La1Sm1Co2O5,0.5165
La1Sm1Co2O6,0.5006
La2Ti1Co1O6,1.2579
La2Zn1Co1O6,1.1209
Li1Mg6Co1O8,0.2706
Li2Mn3Co1O8,1.3741
Li3Mn1Co3O8,0.3297
Li1Mn1Co3O8,1.0574
Li2Mn3Co1O8,0.6341
Li3Mn1Co2O6,0.0055
Li2Mn2Co1O6,0.5897
Li1Mn2Co2O8,0.2063
Li2Mn1Co1O4,0.4936
Li2Mn2Co1O6,1.0768
Li4Mn1Co3O8,0.4347
Li2Mn1Co2O6,0.8105
Na2Li2Co1O4,1.2411
Na2Li2Co1O4,0.6292
Li1Nb1Co1O4,2.2355
Li1Nb1Co1O4,2.2631
Li2Nb1Co3O8,0.634
Li2Nb1Co3O8,0.7381
Li3Nb1Co4O8,1.7009
Li1Nb1Co1O4,1.019
Li3Co1Ni3O8,0.0949
Li2Co3Ni1O8,0.9328
Li2Co1Ni3O8,0.0796
Li1Co2Ni1O6,0.6084
Li8Co3Ni1O8,1.9618
Li1Co1P1O4,3.2103
Li4Co1P2O8,3.2951
Li1Co2P2O8,0.0054
Li1Co1P1O4,3.138
Li1Co1P1O4,3.2239
Li1Co1P1O4,3.1546
Li1Co1P1O4,3.153
Li1Co1P1O4,2.9248
Li1Co1P1O4,3.1147
Li1Co1P2O7,1.0822
Li1Co1P1O4,3.1973
Li3Co1P2O8,0.8124
Li2Co1P2O7,2.6714
Li1Co2P2O8,0.6712
Li1Co1P2O7,0.998
Li2Co1P2O7,2.9811
Li2Co1P2O7,3.0443
Li1Co1P2O7,0.8514
Li1Co2P2O8,0.4981
Li1Co1P2O7,1.2396
Li1Co2P2O8,0.5239
Li1Co1P2O7,0.9932
Li2Co1P2O7,2.9941
Li1Co2P2O8,0.3402
Li1Co1P2O7,0.96
Li1Co2P2O8,0.3361
Li1Co1P1O4,2.4571
Li2Co1P2O7,3.1026
Li1Co1P2O7,1.1068
Li2Co1P2O7,3.0108
Li1Co1P2O7,0.8663
Li1Co1P1O4,2.6999
Li2Co1P2O7,2.8435
Li1Co1P2O7,1.1016
Li1Co1P2O7,0.9057
Li1Co1P1O4,2.6302
Li1Co1P2O7,0.7988
Li1Co1P1O4,3.09
Li1Co1P1O4,2.8762
Li2Co1P2O7,2.3923
Li1Co1P1O4,2.8356
Li1Co1P1O4,2.9087
Li1Co1P2O7,0.8592
Li1Co1P1O4,2.9506
Li1Co1P1O4,2.778
Li1Co1P1O4,2.8966
Li2Co1P2O7,2.8651
Li1Co1P1O4,2.6024
Li1Co1P2O7,1.2293
Li1Co1P1O4,2.9335
Li1Co1P1O4,2.9865
Li2Co1P2O7,3.1084
Li1Co1P1O4,2.9397
Li1Co1P1O4,2.9874
Li1Co1P1O4,2.4368
Li2Co1P2O7,2.6476
Li1Co1P1O4,2.9618
Li1Co1P2O7,0.6818
Li2Co1P2O7,2.2452
Li1Co1P1O4,2.9922
Li2Co1P2O8,0.0897
Li2Co1P2O7,2.9702
Li1Co1P1O4,2.8138
Li1Co1P1O4,2.904
Li1Co1P1O4,2.8086
Li1Co1P2O7,1.7233
Li1Co1P1O4,2.8127
Li1Co1P1O4,2.7612
Li1Co1P1O4,0.0618
Li2Co1P2O7,3.2618
Li1Co1P1O4,2.5609
Li1Co1P1O4,2.8051
Li1Co1P1O4,2.8169
Li1Co1P1O4,2.3317
Li1Co1P1O4,2.7054
Li4Co1P2O8,2.8352
Li1Co1P1O4,3.071
Li1Co1P1O4,2.5855
Li1Co1P1O4,2.4138
Li2Co1P2O7,2.8826
Li1Co1P1O4,2.8761
Li1Co1P1O4,3.073
Li1Co1P1O4,2.2678
Li1Co1P1O4,2.7351
Li1Co1P1O4,1.8232
Li1Co1P1O4,2.5252
Li1Co1P1O4,2.7229
Li1Co1P1O4,2.4382
Li1Co2P2O8,0.9205
Li1Co1P1O4,2.6359
Li1Co1P1O4,2.3118
Li1Co1P1O4,2.8316
Li1Co1P1O4,2.6112
Li1Co1P1O4,2.0837
Li1Co1P1O4,0.001
Li2Co1S2O8,2.9451
Li1Co1S2O8,0.6606
Li2Co3Sb1O8,0.7364
Li1Co1Sb1O4,1.2511
Li2Co3Sb1O8,0.5744
Li3Co4Sb1O8,1.2593
Li1Co1Sb1O4,1.4279
Li2Co3Sb1O8,0.5583
Li3Co3Sb1O8,0.3505
Li3Co2Sb1O6,0.5607
Li2Co1Si1O4,2.9942
Li2Co1Si1O4,2.957
Li2Co1Si2O6,2.9727
Li2Co1Si1O4,2.7203
Li2Co1Si1O4,2.9181
Li2Co1Si1O4,2.8271
Li2Co1Si1O4,2.8005
