formulas,bandgap
Sb4H8C2S7N1,1.2202
Sb1H3C1S2N1,0.7138
Zn1H8C2S2N6,4.2828
Rb2Na1H5C2O8,4.1978
Nd1P1H5C1O7,3.8713
P1H3Pb1C1O3,4.1371
Pr1P1H5C1O7,3.7298
P1H3W1C5O5,2.8337
Rb1H5C7S1O5,3.7907
H2Ru3C8S1O8,2.2268
K1Hf1P1C1O7,4.5952
K1Hg1C3N3O3,3.2554
K1Hg1C3S3N3,1.8858
K1Hg1C3S3N3,1.9119
Mn1Hg1C4S4N4,1.6619
Mn1Hg2C6S6N6,0.0908
Mn1Hg1C4Se4N4,1.7339
Rb1Hg1C3S3N3,1.9375
Zn1Hg1C4S4N4,2.4902
K2Ho1P1C1O7,4.452
Li2Ho1P1C1O7,4.8056
Na2Ho1P1C1O7,4.5316
K2Pt1C4I2N4,1.3471
Pt1C4S2I2O2,0.153
Na2In1P1C1O7,2.7683
K1La1Si1C4N8,3.6776
K3Mg1P1C1O7,4.4383
K1Mn1P1C1O7,0.8876
K4Mo1C5N6O1,2.4381
K3Re1C4N4O2,2.3828
K3Re1C4N4O2,2.375
K3Tc1C4N4O2,2.1191
K3V1C5N5O1,2.8885
K2Pd1C4S4N4,1.5867
K2Pt1C4S4N4,0.103
K2Re3C1S5N1,1.3674
K2Re3C2Se5N2,1.2751
K1Nb1P1C1O7,0.4433
K3Ni1P1C1O7,3.7622
K2Pr1P1C1O7,4.2654
K2Sb1P1C1O7,3.8333
K3Sb1P1C1O7,0.5537
K2Sc1P1C1O7,4.3744
K1Si1P1C1O7,5.168
K2Sm1P1C1O7,4.3337
K3Sn1P1C1O7,3.4805
K1Sn1P1C1O7,2.6819
K3Sr1P1C1O7,4.1535
K2Tb1P1C1O7,4.377
K1Ti1P1C1O7,2.6381
K2Ti1P1C1O7,0.1251
K2Tm1P1C1O7,4.4497
K2V1P1C1O7,1.6536
K3V1P1C1O7,2.3245
K1V1P1C1O7,1.8136
K1P1W1C1O7,2.8067
K2Y1P1C1O7,4.4412
K3Zn1P1C1O7,3.8609
K1Zr1P1C1O7,3.8916
Rb1La1Si1C4N8,3.8549
Na2La1P1C1O7,4.0871
Li2Lu1P1C1O7,4.8748
Li3Mg1P1C1O7,5.3898
Li2Mn1P1C1O7,0.6843
Li2Mn1P1C1O7,0.8779
Li1Mn1P1C1O7,0.9189
Li1Mn1P1C1O7,0.91
Li2Mn1P1C1O7,0.4656
Li1Mn1P1C1O7,0.9722
Li1Mn1P1C1O7,0.9788
Li1Mn1P1C1O7,0.9817
Li2Mn1P1C1O7,0.4843
Li1Mn1P1C1O7,0.9401
Li1Mn1P1C1O7,0.9307
Li1Mn1P1C1O7,0.9834
Li3Mn1P1C1O7,3.6835
Li3Mn1P1C1O7,3.7331
Li3Mn1P1C1O7,3.4721
Li3Mn1P1C1O7,3.8051
Li3Mn1P1C1O7,3.4172
Li3Mn1P1C1O7,3.5059
Li3Mn1P1C1O7,4.1085
Li3Mn1P1C1O7,4.1411
Li3Mn1P1C1O7,4.1018
Li3Mn1P1C1O7,4.0612
Li3Mn1P1C1O7,4.0117
Li3Mn1P1C1O7,3.6579
Li1Mn1C1S1O7,1.2825
Li2Mn1C1S1O7,4.0494
Li2Mn1C1S1O7,3.9814
Li3Mn1Si1C1O7,0.8431
Li2Mn1Si1C1O7,1.2594
Li2Nd1P1C1O7,4.5289
Li3Ni1P1C1O7,4.0127
Li3Ni1P1C1O7,3.1009
Li3Ni1P1C1O7,3.7963
Li3Ni1P1C1O7,2.8919
Li3Ni1P1C1O7,2.8839
Li3Ni1P1C1O7,3.4922
Li3Ni1P1C1O7,3.3582
Li3Ni1P1C1O7,3.3762
Li3Ni1P1C1O7,3.2777
Li3Ni1P1C1O7,3.2615
Li1Ni1C1S1O7,0.3314
Li2Ni1C1S1O7,3.4721
Li2Sb1P1C1O7,3.2196
Li2Sc1P1C1O7,4.4398
Li1Si1P1C1O7,5.7639
Li2Sm1P1C1O7,4.637
Li1Sn1P1C1O7,3.2058
Li1Sn1P1C1O7,3.0131
Li1Ti1P1C1O7,2.8265
Li1Ti1P1C1O7,2.7115
Li2Ti1P1C1O7,0.2312
Li3Ti1P1C1O7,0.1091
Li2Tl1P1C1O7,1.4531
Li2Tm1P1C1O7,4.8642
Li2V1P1C1O7,2.2484
Li2V1P1C1O7,2.0513
Li1V1P1C1O7,1.8586
Li1V1P1C1O7,1.4824
Li3V1P1C1O7,2.833
Li3V1P1C1O7,2.5652
Li3V1P1C1O7,2.5534
Li3V1P1C1O7,2.5852
Li3V1P1C1O7,3.2087
Li3V1P1C1O7,3.0435
Li3V1P1C1O7,3.1653
Li3V1P1C1O7,3.207
Li3V1P1C1O7,2.4336
Li3V1P1C1O7,3.1749
Li1P1W1C1O7,2.8866
Li2P1W1C1O7,3.5678
Li2Y1P1C1O7,4.8196
Li3Yb1P1C1O7,5.0103
Li3Zn1P1C1O7,4.3436
Li3Zn1P1C1O7,4.3098
Li1Sb1C1S1O7,3.9764
Li2Sn1C1S1O7,3.7891
Li1V1C1S1O7,2.1325
Li1Si1Sb1C1O7,3.0742
Li2Si1Sn1C1O7,3.2726
Li3V1Si1C1O7,2.1407
Li2V1Si1C1O7,1.8635
Li2V1Si1C1O7,1.9614
Li1V1Si1C1O7,1.8349
Li1V1Si1C1O7,1.7103
Na2Lu1P1C1O7,4.5575
Na4Mg1C6S6N6,4.1635
Na3Mg1P1C1O7,4.5243
Na3Mg1P1C1O7,4.4597
Na2Mn1P1C1O7,0.6287
Na1Mn1P1C1O7,1.3488
Na3Mn1P1C1O7,3.2988
Na1Mn1P1C1O7,0.9587
Na1Mn1P1C1O7,0.9647
Na1Mn1P1C1O7,0.9575
Na1Mn1P1C1O7,0.9049
Na1Mn1P1C1O7,0.9261
Na1Mn1P1C1O7,0.9159
Na1Mn1P1C1O7,0.8646
Na1Mn1P1C1O7,0.9334
Na1Mn1P1C1O7,0.8903
Na2Mn1P1C1O7,0.6119
Na2Mn1P1C1O7,0.7401
Na1Mn1P1C1O7,0.9045
Na1Mn1P1C1O7,0.966
Na1Mn1P1C1O7,0.9207
Na2Mn1P1C1O7,0.5078
Na2Mn1P1C1O7,0.5585
Na2Mn1P1C1O7,0.6328
Na2Mn1P1C1O7,0.5288
Na2Mn1P1C1O7,0.5295
Na1Mn1P1C1O7,0.9376
Na2Mn1P1C1O7,0.4637
Na1Mn1P1C1O7,0.7444
Na1Mn1P1C1O7,0.6397
Na1Mn1P1C1O7,0.6353
Na1Mn1P1C1O7,0.6347
Na2Mn1C1S1O7,3.2055
Na2Mn1Si1C1O7,1.0701
Na2Mo1C3Se1N3,1.6661
Mo1P4C5S3O5,2.1921
Na2Nd1P1C1O7,4.3794
Na1Nd1P1C1O7,0.1859
Na3Ni1P1C1O7,4.0068
Na2Ni1P1C1O7,0.0486
Na3Ni1P1C1O7,3.6486
Na2Ni1P1C1O7,0.0863
Na2Ni1P1C1O7,0.0002
Na2Ni1C1S1O7,2.9745
Na1Ni1C1S1O7,0.0733
Na1Pr1P1C1O7,0.1574
Na2Sb1P1C1O7,3.8758
Na1Si1P1C1O7,5.3309
Na2Sm1P1C1O7,4.4432
Na1Sn1P1C1O7,3.1157
Na1Sn1P1C1O7,2.5546
Na3Sn1P1C1O7,3.0837
Na3Sn1P1C1O7,3.4857
Na3Sn1P1C1O7,2.8306
Na2Tb1P1C1O7,4.5215
Na1Ti1P1C1O7,2.6902
Na2Ti1P1C1O7,0.1887
Na2Tl1P1C1O7,1.1597
Na2Tm1P1C1O7,4.413
Na2V1P1C1O7,2.1237
Na2V1P1C1O7,2.1699
Na3V1P1C1O7,2.1087
Na1V1P1C1O7,1.5078
Na1V1P1C1O7,1.9201
Na2Y1P1C1O7,4.5832
Na3Zn1P1C1O7,3.7795
Na1Zr1P1C1O7,4.0075
Na1Sb1C1S1O7,3.9612
Na2Sn1C1S1O7,3.6581
Na1V1C1S1O7,2.0813
Na2V1C1S1O7,2.8608
Na3Si1Sb1C1O7,3.0099
Na1Si1Sb1C1O7,2.8386
Na2Si1Sn1C1O7,3.0974
Na3V1Si1C1O7,1.8558
Na2V1Si1C1O7,1.9189
Na1V1Si1C1O7,1.8401
Ca1Co2Te3Cl2O8,2.6009
Ca1H4N1Cl1O5,3.5639
Ca1Re1H4Cl1O6,3.1858
Sr1Ca1Co1P2O8,2.8546
Ca1La1Cr1Mo1O6,1.5053
Ca1La1Cr1Ni1O6,0.6463
Ca1La1Cr1Sb1O6,0.6529
Ca1La1Cr1Sn1O6,2.3656
Ca1La1Ta1Cr1O6,1.9194
Sr1Ca1Cr1P2O8,3.1243
Sr4Ca1Cr2S2O6,2.0054
Ca2Fe1Cu1S1O3,0.6625
Ca1Cu1Si1H2O5,0.122
Sr1Ca1Cu1P2O8,0.6106
Ca1Dy1Mn1Sn1O6,0.9459
Ca1P1H4O5F1,5.1174
Li1Ca1Ta2O6F1,3.6629
Na1Ca1Nb2O6F1,2.7833
Na2Ca1P1O4F1,4.7508
Na2Ca1P1O4F1,4.1045
Na1Ca2Si1O4F1,2.5833
Ca1La1Mn1Fe1O6,1.3633
Ca1La1Mn1Fe1O6,1.5305
Ca1La1Fe1Mo1O6,1.1514
Ca1La1Fe1Sb1O6,1.9744
Ca1La1Ta1Fe1O6,2.6867
Ca1La1Ti1Fe1O6,1.9794
Ca1La1V1Fe1O6,1.2809
Sr4Ca1Fe2S2O6,1.0942
Ca2Ga2Si1H2O8,3.5112
Ca2Ga2Si1H2O8,3.5092
Na1Ca1Ga1Si2O7,3.1211
K3Ca1P2H1O8,4.9617
K1Ca1Si1H1O4,4.3515
Ca1Mn1Si1H1O5,1.2381
Na1Ca1Si1H1O4,4.4923
Ca1Zn1P2H5O8,0.1939
Ca1Zn1Si1H2O5,3.64
K1Ca1Nd1P2O8,4.7393
Ca1La1Mg1Ta1O6,4.1303
Ca1La1Mn1Mo1O6,1.3005
Ca1La1Ti1Mn1O6,0.184
Li4Ca2Mg1Si2N6,3.2799
Li1Ca1Mg1Si1N3,2.8374
Li1Ca1Pr1Te1O6,3.3167
Sr1Li4Ca1Si2O8,4.8295
Na2Ca1Mg1P2O8,5.0991
Sr1Ca1Mn1P2O8,3.9127
Ca1Sm1Mn1Sn1O6,0.8957
Sr1Ca1Ti1Mn1O5,0.8358
Na1Ca1Ta1Ti1O6,2.4426
Sr1Ca1Ni1P2O8,3.5626
Sr1Ca1Sn1P2O8,3.5272
Sr1Ca1Ti1P2O8,0.362
Sr1Ca1V1P2O8,2.6391
Sr1Ca1P2W1O8,2.2244
Cd1Cu1H8Cl4O4,0.6342
K1Cd3H8Cl7O4,3.4217
Gd1Ti2Cd1O6F1,1.3352
Nd1Ti2Cd1O6F1,1.3966
Y1Ti2Cd1O6F1,1.3492
Gd1Ti1Cd1Sb1O7,2.3292
Cd1Ge1P1H3O7,0.0659
Li1Cd2H1Se2O7,3.5104
Cd1P1H6N1O5,3.2768
Nd1Ti1Cd1Sb1O7,2.5106
Ce4Si4N7Cl1O3,0.0068
Co1P1H4Cl1O3,3.0437
Co1H5Se1Cl1O5,2.9132
Sm1Co1Se2Cl1O6,2.6024
Sr2Co1Se2Cl2O6,2.8927
Y1Co3Se2Cl1O8,1.6126
Cs2Cr1H2Cl5O1,2.5142
K2Cr1H2Cl5O1,2.3851
Rb2Cr1H2Cl5O1,2.327
K2Cr2Hg1Cl2O7,2.5505
Y1Cr3Se2Cl1O8,1.7814
Cs1Fe1H4Cl3O2,3.8219
Cs1Na2H4Cl3O2,4.8749
Cs3V1H8Cl6O4,2.4005
Cs5U2S4I1Cl8,0.2874
Cs1Mn2V2Cl1O7,1.8915
Cs2Mn1V2Cl2O6,2.0944
Cs1Tc1N1Cl1O4,2.287
Cs1Tm1Se1Cl2O3,4.3558
Cs1Y1Se1Cl2O3,4.4032
Dy1Cu1Te2Cl1O6,0.3946
Er1Cu1Te2Cl1O6,0.3927
Gd1Cu1Se2Cl1O6,0.6263
K2Cu1H4Cl4O2,0.5887
K2Cu5H8Cl8O6,0.2089
Li1Cu1H4Cl3O2,0.3012
Rb2Cu1H4Cl4O2,0.7801
Zn1Cu1H3Cl1O3,0.4552
Zn1Cu3H6Cl2O6,0.0656
K2Cu1S1Cl2O4,0.5867
Nd1Cu3Se2Cl1O8,0.0162
Y1Cu3Se2Cl1O8,0.2275
Zn1Cu1Te1Cl2O3,0.0001
Rb1Er1Se1Cl2O3,4.3116
Li1Eu3Si1Cl3O4,0.3785
K1W1N1Cl1F5,3.507
Te1W1N1Cl4F5,2.2383
K2Fe1H2Cl5O1,2.2076
Rb2Fe1H2Cl5O1,2.1756
Rb1Fe1H4Cl3O2,3.8562
Li1Fe1Mo1Cl1O4,2.6688
Fe1Te1S2N2Cl5,1.284
Y1Fe3Se2Cl1O8,2.5517
K2Hg1H2Cl4O1,2.7153
K2H1I2Cl1O6,3.0513
K2In1H2Cl5O1,3.4498
K2H2Ir1Cl5O1,1.8583
K1Mn1H4Cl3O2,4.0871
K2Mn1H4Cl4O2,3.6477
Rb1Mn1H4Cl3O2,3.9221
Mo1H2N2Cl5O1,1.3419
P5H5N6Cl8O2,3.8886
H8Pt1N2Cl2O2,1.7313
H8Pt1N2Cl2O2,2.4202
H6Pt1N2Cl1O5,0.3136
H6Ru1N3Cl3O1,1.8942
Rb2U1H4Cl4O4,2.2765
K2Hg2S1Cl4O3,2.204
K3Hg3S2Cl5O6,2.3158
Rb1Hg3N1Cl8O2,0.2345
K1Mo1P1Cl1O5,2.01
K2Os1N3Cl3O5,2.2837
K1Os1N1Cl4O2,0.0316
K2Pd1N2Cl2O4,1.8939
K2Pd1N2Cl2O4,1.727
K2Pt1N3Cl3O6,2.7094
K2Ru1N3Cl3O5,2.0797
K2Ru1N1Cl5O1,1.7947
K3Zn1N1Cl4O3,3.3079
K2Na1S2Cl1O6,5.092
K3W1S3Cl1O1,2.777
K1Re3Os3Se8Cl6,1.3025
La2Th1Ta1Cl3O6,4.1453
Rb2Mn1V2Cl2O6,1.2861
Y1Mn3Se2Cl1O8,1.7862
Mo1P1N1Cl6O1,2.1536
Rb1Mo1P1Cl1O5,1.9978
Y1Mo3Se2Cl1O8,0.8097
Na1Zr2S1N2Cl1,1.889
Nd4Si4N7Cl1O3,3.168
P3S1N4Cl5O1,2.6121
P1S1N1Cl4O2,4.0739
P1S2N1Cl6O4,2.6486
P2S1N3Cl5O1,4.0172
P2S1N3Cl5O1,3.7852
P1S2N3Cl4O2,3.945
Rb2Pd1N2Cl2O4,1.698
Pr4Si4N7Cl1O3,3.0945
Sr2Ni1Se2Cl2O6,3.6501
Y1Ni3Se2Cl1O8,1.8072
Rb1Zn1S1Cl1O4,4.5378
U1Ta2S6Cl6O1,0.183
Tl1Zn1S1Cl1O4,4.3571
Y1Sn3Se2Cl1O8,0.5598
Te3W2Se4Cl8O2,1.0027
Y1Ti3Se2Cl1O8,1.1078
Y1V3Se2Cl1O8,0.9767
La1Mg1Cr1Co1O6,0.8331
Li2Cr1Co1P2O8,1.0352
Cs1Ta1Co1O2F4,2.94
Cs1Ti1Co1O1F5,2.3608
Fe1Co1P1O4F1,0.0838
Li1Co1P1O4F1,0.8934
Li2Co1P1O4F1,2.6148
Li1Co1P1O4F1,0.4081
Li1Co1P1O4F1,0.3943
Li1Co1S1O4F1,2.919
Na2Co1P1O4F1,2.9785
La1Mg1Fe1Co1O6,0.7494
Sr2Y1Ga1Co2O7,0.1359
K1Co1P1H2O5,2.7927
Li2Co1P1H1O5,2.8024
Li1Co1H1S1O5,2.7224
Co1Mo1H2Se1O7,2.3374
Co1P1H6N1O5,2.8379
Na1Co1P2H1O7,2.9325
Na1Co1P2H1O7,3.0988
Na1Co2H1Se2O7,2.7575
Zn1Co1P1H1O5,2.8374
K1Ho1Co1Si2O7,3.0267
Na1La1Co1W1O6,2.2847
Li2Mn1Co1P2O8,2.4609
Li2Co1Ni1P2O8,2.5657
Li2Co1Sn1P2O8,1.6075
Sr1Mg1Co1P2O8,2.9702
Sr1Zn1Co1P2O8,2.934
Cs1Cr1H8N2O8,1.9541
Sr2Cr1Cu1S1O3,0.9866
Na1Cr1H8N2F6,3.9976
K1Cr1P1O4F1,2.5013
Li1Cr1P1O4F1,2.2771
Li2Cr1P1O4F1,2.2453
Li5Cr1P2O8F2,3.1341
Li2Cr2P2O7F2,2.1716
Li2Cr1P1O4F1,2.3472
Li1Cr1P1O4F1,2.6156
Li4Cr1P2O8F2,0.425
Li2Cr1P1O4F1,2.2296
Li1Cr1P1O4F1,1.9798
Li1Cr1P1O4F1,1.4027
Na5Cr1P2O8F2,3.1625
Na3Cr2P2O8F3,2.4582
V1Cr1P2O8F2,0.9555
La1Mg1Cr1Fe1O6,0.7804
La1Zn1Cr1Fe1O6,0.7851
Li2Cr1Fe1P2O8,2.2917
Li2Cr2Fe1Sb1O8,1.9131
Sr2Y1Cr2Ga1O7,1.0365
Li1Cr1P1H1O5,2.995
Li1Cr1P2H1O7,2.9568
Li3Cr1P2H1O8,2.822
Li1Cr1P1H2O5,2.544
Li2Cr1P1H1O5,2.8251
Li1Cr1P1H2O5,2.6737
Li4Cr1H8S1O7,2.5109
Na4Cr1H8S1O7,2.4186
La1Mg1Mn1Cr1O6,0.9613
La1Mg1Cr1Mo1O6,1.4102
La1Mg1Cr1Sn1O6,2.5023
La1Mg1Ta1Cr1O6,2.1235
La1Mg1V1Cr1O6,1.373
La1Mg1Cr1W1O6,1.8061
La1Mn1Zn1Cr1O6,0.8968
La1Zn1Cr1Mo1O6,1.4599
La3Cr1W1S3O6,1.3701
La1Zn1Cr1Sn1O6,2.2934
La1Ta1Zn1Cr1O6,1.8525
La1Ti1Zn1Cr1O6,2.3719
La1V1Zn1Cr1O6,1.5343
La1Zn1Cr1W1O6,1.8891
Sr6Li2Cr2N8O1,1.8288
Li2Cr1Ni1P2O8,1.7405
Li2Cr1Sn1P2O8,2.0592
Li1Ti1Cr1S1O8,0.9273
Sr3Mg1Cr2S2O5,1.3073
Sr1Zn1Cr1P2O8,2.2745
Cs4K2Cu1Si2O8,0.6455
Cs1Mn1H4O2F4,2.1071
Cs1P1H3O4F1,5.6175
Cs1P1H3O3F1,6.4281
Cs1H1S2O6F2,5.6582
Cs1P1Pb1I2F6,2.0597
Cs2K1Zr1O1F5,4.8774
Cs1Mn1Mo1O3F3,0.0188
Cs1Ti1Mn1O1F5,2.0199
Cs1S2N1O4F2,5.4829
Cs1Ti1Nb1O4F2,2.4272
Cs1Ti1Ni1O1F5,3.1081
Cs2Rb1Zr1O1F5,4.7017
Cs2Zr1Tl1O1F5,4.1425
Cs2Hg3H2I8O1,1.7631
Cs1Li1H4S1O5,4.5075
Cs1P1H4N2O2,4.5992
Cs1H5S2N2O6,4.9117
Cs1Sc1P2H2O8,4.8329
Cs1Sr1Si1H1O4,3.9559
Cs1K2Ho1P2O8,4.8777
Cs3Zn1I4N1O3,3.147
Cs1K2Sc1P2O8,4.0897
Sr2Eu1Cu3Pb2O8,0.0896
Fe2Cu1H4O2F8,0.9775
Cu1P1H4O5F1,0.2504
Cu1Si1H8O4F6,0.9868
Zr1Cu1H8O4F6,0.8695
Li1Cu1P1O4F1,0.1006
La1Mg1Fe1Cu1O6,0.0733
La1Zn1Fe1Cu1O6,0.0022
Sr2Fe1Cu1S1O3,0.6778
Sr3Fe2Cu2S2O5,0.5309
Sr3Fe2Cu2Se2O5,0.507
Sr1Pr1Ga1Cu1O5,0.2423
Sr2Ga1Cu1S1O3,0.5552
K1Cu1P1H2O5,0.0169
Cu1P1H6N1O5,0.7671
V2Cu1H6N2O6,0.695
V1Cu1H1Pb1O5,0.126
La5Ti2Cu1S5O7,1.3055
Na2Li1Cu1P2O7,1.1707
Li2Cu1Sb1P2O8,1.131
Sr1Mg1Cu1P2O8,0.6575
Sr2Cu2Ni1S2O2,0.0049
Sr1Zn1Cu1P2O8,0.6803
Sr3Sc2Cu2S2O5,1.693
Sr2Zn1Cu2S2O2,0.673
Sr2Y1V1Cu2O7,0.0214
Na2Dy1Mo1P1O8,4.1989
Li1Er2S2O8F3,6.0868
Na1Er1P1O4F1,5.5176
Na2Er1Mo1P1O8,4.1855
Eu1H4S2N1O8,0.0007
K1Na1Eu1Nb1O5,0.0679
K2Fe1H2O1F5,3.8684
Mn1Fe1H4O2F5,1.9458
Zn1Fe1H4O2F5,2.9358
K1Fe1P1O4F1,2.4331
K2Fe2P2O7F2,2.1317
Li1Fe1P1O4F1,2.1778
Li2Fe1P1O4F1,3.7155
Li1Fe1P1O4F1,2.4041
Li2Fe1P1O4F1,3.6955
Li2Fe1P1O4F1,4.0613
Li1Fe1S1O4F1,4.1059
Na3Fe2P2O8F3,2.3434
Na1Fe1S1O4F1,3.8804
Sr1Fe1P1O4F2,2.1976
V1Fe1P2O8F2,1.2959
Sr2Fe2Se2O1F2,1.9044
Mn1Ga1H4O2F5,3.4119
Na1Ga1H8N2F6,5.8536
K1Ga1P1O4F1,4.1081
Ge1H8N2O1F6,5.6075
Li1Ho3Ge2O8F2,4.1635
K1Hf1H2O1F5,6.6561
In1H5N1O1F4,4.7597
In1H7N2O1F4,3.9317
K2Mn1H2O1F5,1.3385
K1Mn1H2O1F4,1.4976
K3Nb1H1O1F7,4.1033
K1P1H1O3F1,5.1778
K1P1H3O4F1,5.7538
K1P1H3O4F1,5.7275
K1P1H3O3F1,6.6406
K3P2H1O6F2,4.9848
K2Sn1H2O1F6,3.8447
K1Te1H1O1F4,5.027
K2Te1H6O6F2,2.9622
K2Ti1H2O3F4,2.5149
K4Ti2H2O5F8,2.6383
K2V1H2O1F5,2.2231
K1Zr1H2O1F5,5.8343
Li3Nb1H1O2F7,2.5571
Li1V1H2O1F5,1.9578
Li2V1H2O1F5,2.5167
Li2V1H2O1F5,2.4034
Rb2Mn1H2O1F5,1.336
Rb1Mn1H2O1F4,1.6821
Mn1Tl2H2O1F5,1.218
Mn1Tl1H2O1F4,1.6629
Mn1V1H4O2F5,2.1658
Mo1H6N1O3F2,2.7803
Mo1H8N2O5F2,2.7042
Nb1H8N2O2F5,4.5788
P1H8N2O3F1,4.7799
P1H4N1O2F2,5.1708
P1H5N1O3F1,5.3482
P1H5N1O3F1,5.2949
H1S2N1O4F2,5.864
V1H8N2O5F1,2.367
Zr1H6N1O1F5,5.7752
Na1P1H2O1F6,6.1895
Na1Te1H6O6F1,3.5953
Rb1P1H1O3F1,5.189
Rb1P1H3O4F1,5.7119
Rb1P1H1O3F1,4.7535
Rb1Te1H1O1F4,4.8825
Rb1V1H4O2F4,2.5428
Sn2H2S1O5F2,3.7596
Sr1Ti1H4O2F6,3.9338
S1I1N1O1F2,2.1589
K2Mn2P2O7F2,3.358
K2Mn1S1O4F3,1.5128
K2Mn1S1O4F3,1.3257
K2Na1Mo1O3F3,3.0415
K1Na1Mo1O2F4,2.2123
K1Rb2Mo1O3F3,3.0236
K1Os1N1O1F5,1.0276
K1S2N1O4F2,5.4511
K1Sb1N1O3F3,3.2613
K3Sb2N2O6F7,2.9622
K3Si1N1O3F6,3.3592
K2Na1Nb1O2F4,2.3831
K3Na1P2O6F2,4.5042
K2Na1Ti1O1F5,3.9586
K2Na1V1O1F5,2.7864
K1Sr1Nb2O6F1,1.7926
K3V2P2O8F3,2.1932
K1Rb2Zr1O1F5,4.5842
K2Sb1S1O4F3,4.578
K2Sb2S1O4F6,4.3549
K1Sn1S1O4F1,3.8906
K2U1S1O7F2,0.4244
K1Zr1Tl2O1F5,3.1105
Li1La2S2O8F3,4.5891
La3Nb1Se2O4F2,1.433
Li1Mg1S1O4F1,0.8783
Li1Mn1P1O4F1,0.7259
Li1Mn1P1O4F1,0.9337
Li3Mn2P2O8F2,0.6421
Li2Mn1P1O4F1,3.0801
Li1Mn1P1O4F1,0.9038
Li2Mn1P1O4F1,3.5993
Li5Mn1P2O8F2,1.6278
Li2Mn1P1O4F1,3.6651
Li2Mn1P1O4F1,3.6757
Li1Mn1P1O4F1,0.9675
Li2Mn1P1O4F1,3.6683
Li2Mn2P2O7F2,2.8466
Li1Mn1S1O4F1,3.9043
Li2Mn1S1O4F3,1.677
Li1S2N1O4F2,5.9004
Sr2Li1Ta1N3F1,2.934
Sr1Li1Nb2O6F1,1.7699
Li2Ni1P1O4F1,3.6477
Li2Ni1P1O4F1,3.8155
Li1Ni1P1O4F1,0.0555
Li1Ni1S1O4F1,4.1658
Li2Sb1P1O2F6,3.7559
Li1Ti1P1O4F1,0.155
Li1V1P1O4F1,1.6248
Li5V1P2O8F2,2.4559
Li2V1P1O4F1,2.6846
Li4V1P2O8F2,1.5805
Li2V1P1O4F1,3.1632
Li5V1P2O8F2,2.4688
Li2V1P1O4F1,2.4724
Li3V2P2O8F3,2.3586
Li1V1P1O4F1,1.6608
Li1P1W1O4F1,3.1005
Li2P1W1O4F1,2.2275
Li2Sb1S1O4F3,4.3691
Li1V1S1O4F3,1.1838
Li1V1S1O4F3,1.3764
Li1V1S1O4F3,1.5144
Li3V2S2O8F6,1.0314
Li2V1S1O4F3,2.237
Sr2Li1Si1O4F1,4.7908
Sr1Li1Ta2O6F1,3.6165
Na2Mg1P1O4F1,4.736
Na1Mg1S1O4F1,5.6118
Na2Mn1P2O7F3,0.2303
Mn1V1P2O8F2,1.1557
Rb2Mn1S1O4F3,1.7343
Rb1Te1N1O3F4,3.3838
Rb1Te1N1O3F4,3.1786
S2Xe1N1O4F3,2.7589
Sb1Se2S1N2F6,1.5549
Na3V2P2O8F3,2.2722
Na1Y1P1O4F1,5.4899
Na1Pr2S2O8F3,6.1548
Na2Sb1S1O4F3,4.4339
Na2U2Si1O8F2,2.0783
Ti1Nb1Tl1O4F2,2.5858
Rb1Ni1W1O3F3,2.2474
Rb1Sb1S1O4F2,4.6867
Rb1U1S1O6F1,2.1799
Rb1Ti1Zn1O1F5,3.1708
Sr2Y1Ga1Fe2O7,0.5931
Li1Fe1P1H1O5,2.4248
Li2Fe1P2H1O8,2.3839
Li1Fe1P1H2O5,3.3225
Li1Fe1P1H2O5,3.3735
Li1Fe1P2H1O7,3.9745
Li1Fe1P1H2O5,3.3321
Li1Fe2P2H1O8,3.6074
Li1Fe1P1H2O5,3.4895
Li1Fe2P2H1O8,3.5894
Li3Fe1P2H1O8,4.1768
Li2Fe1P1H1O5,3.3721
Li1Fe1P2H1O7,3.8876
Li2Fe1P1H1O5,3.8225
Li1Fe1P2H1O7,4.0674
Li1Fe2P2H1O8,3.2551
Li1Fe1P1H2O5,3.1635
Li1Fe1P1H2O5,3.6175
Li1Fe1P1H2O5,3.2717
Li2Fe1P2H1O8,2.1373
Li1Fe1H1S1O5,3.9755
Fe1P1H6N1O5,3.3169
Fe2P2H4N1O8,2.501
Fe1H4S2N1O8,2.3185
Rb1Fe1P2H2O8,2.7522
La1Mg1Mn1Fe1O6,1.4124
La1Mg1Fe1Mo1O6,1.2387
La1Mg1Fe1Sb1O6,1.9064
La1Mg1Fe1Sn1O6,2.1909
La1Mg1Ta1Fe1O6,2.863
La1Mg1Ti1Fe1O6,2.0177
La1Mg1V1Fe1O6,1.0621
La1Mg1Fe1W1O6,2.3537
La1Zn1Fe1Mo1O6,1.7032
Na1La1Fe1W1O6,2.1424
La1Zn1Fe1Sb1O6,1.1671
La1Zn1Fe1Sn1O6,2.2267
La1Ta1Zn1Fe1O6,2.6454
La1Ti1Zn1Fe1O6,2.2913
La1V1Zn1Fe1O6,0.7335
La1Zn1Fe1W1O6,2.2058
Li2Mn1Fe1P2O8,3.4593
Li2Mn1Fe1P2O8,3.7761
Li2Mn1Fe1P2O8,3.6406
Li2Mn1Fe1P2O8,3.0175
Li2Mn1Fe1P2O8,3.7336
Li2Fe1Ni1P2O8,3.0236
Li1Fe3Si1P1O8,2.5643
